N,P,K,temperature,humidity,ph,rainfall,label
22,13,41,16.51,88.5,6.86,97.89,pomegranate
19,137,191,21.65,88.06,6.07,114.88,apple
25,9,33,26.61,95.07,5.86,171.37,coconut
15,70,17,26.23,60.76,6.92,42.17,lentil
59,49,53,29.61,91.73,7.13,136.73,papaya
22,51,17,28.85,54.4,5.91,55.03,mothbeans
31,75,24,28.74,63.61,6.69,67.97,blackgram
17,15,25,24.32,98.06,6.36,183.64,coconut
31,72,85,19.94,19.99,6.77,58.67,chickpea
73,60,46,26.23,89.14,7.47,171.5,jute
52,46,53,31.28,96.68,6.79,126.3,papaya
18,56,20,21.8,19.28,6.26,117.66,kidneybeans
19,69,24,29.47,54.35,5.82,122.22,pigeonpeas
19,8,9,20.36,90.92,7.61,96.31,orange
21,80,22,20.83,23.39,5.81,118.37,kidneybeans
15,144,221,20.73,94.02,5.65,131.06,apple
12,27,25,32.71,41.91,5.94,85.55,mango
92,7,55,30.95,94.85,6.46,25.46,muskmelon
70,59,40,24.35,85.59,6.46,170.49,jute
15,28,35,33.35,50.17,5.66,109.21,mango
96,8,47,24.52,76.76,6.62,41.54,watermelon
74,39,39,25.41,77.07,6.65,214.09,rice
81,65,41,23.58,78.59,6.46,200.12,jute
17,36,29,31.33,38.92,5.72,107.55,mango
23,58,19,25.89,48.06,5.83,130.45,pigeonpeas
25,62,22,17.82,24.67,5.85,118.3,kidneybeans
43,54,18,29.34,73.37,6.92,47.99,blackgram
37,58,22,33.38,73.35,7.37,68.02,blackgram
100,78,47,24.85,77.84,5.36,93.96,banana
20,65,15,25.02,69.46,6.45,42.27,lentil
22,59,15,16.96,25.34,5.61,133.01,kidneybeans
113,74,55,26.13,88.77,5.89,92.39,banana
23,116,195,20.49,82.38,5.85,71.77,grapes
26,58,22,29.29,59.15,5.84,154.25,pigeonpeas
9,75,20,22.95,69.49,6.83,39.64,lentil
22,8,39,21.38,92.48,6.18,109.23,pomegranate
122,53,22,22.14,80.96,7.44,76.89,cotton
52,65,78,21.16,18.67,7.14,112.48,chickpea
70,47,20,23.14,67.11,6.85,96.8,maize
20,138,188,20.82,89.97,5.83,122.23,apple
29,69,23,29.25,71.76,7.39,86.64,blackgram
27,143,211,22.65,92.07,6.23,104.12,apple
14,33,29,31.67,48.61,6.11,106.75,mango
73,92,46,28.37,83.71,5.74,114.91,banana
23,116,202,23.62,91.4,6.11,95.13,apple
134,55,23,22.66,84.02,7.59,69.67,cotton
73,54,36,23.27,84.52,6.76,193.99,rice
45,75,19,28.46,56.13,6.79,63.83,blackgram
108,14,53,28.07,92.42,5.84,24.33,muskmelon
87,13,56,23.01,89.07,6.46,54.19,watermelon
97,33,28,23.58,59.83,6.47,170.71,coffee
94,12,47,28.32,84.62,6.7,57.46,watermelon
82,46,46,22.23,77.02,6.54,169.42,jute
41,70,78,19.67,15.58,7.26,59.81,chickpea
71,41,45,21.7,76.19,7.23,179.88,jute
21,39,17,26.56,85.55,6.51,54.94,mungbean
11,128,224,23.08,82.91,6.55,65.96,grapes
87,39,36,26.51,75.71,6.48,151.43,jute
22,64,23,30.79,78.06,6.93,49.47,mungbean
26,151,207,18.33,90.33,6.18,103.68,apple
13,140,201,18.2,81.1,6.19,66.67,grapes
23,14,35,28.13,97.14,5.68,144.95,coconut
20,51,23,25.33,46.25,6.49,53.79,mothbeans
82,48,14,20.62,64.28,5.72,99.0,maize
18,13,31,30.22,97.39,5.86,139.1,coconut
17,5,39,21.15,88.69,6.63,98.74,pomegranate
72,50,38,22.42,74.65,6.52,196.71,jute
92,70,39,26.94,77.19,5.57,122.84,banana
25,86,20,25.69,42.26,6.1,162.08,pigeonpeas
47,82,21,27.89,63.72,7.09,90.68,blackgram
66,52,41,24.0,83.73,6.3,236.97,rice
27,73,25,24.19,47.38,5.71,154.43,pigeonpeas
16,18,29,35.92,54.02,6.68,108.24,mango
20,8,35,17.99,87.91,6.64,99.46,pomegranate
18,140,187,21.7,83.78,6.0,75.85,grapes
10,134,198,24.77,89.98,5.94,126.83,apple
53,74,20,32.7,57.44,6.6,48.22,blackgram
17,4,7,27.69,87.53,7.0,110.51,orange
74,49,20,25.65,64.52,6.31,99.12,maize
117,28,28,27.01,57.21,7.36,159.92,coffee
101,11,54,30.08,91.48,6.26,36.75,muskmelon
18,82,20,21.0,24.0,5.93,122.58,kidneybeans
15,123,205,25.9,85.36,6.63,69.33,grapes
15,77,21,31.38,45.61,5.85,144.63,pigeonpeas
90,26,28,27.89,61.48,6.88,159.94,coffee
18,10,9,22.87,95.86,6.96,92.56,orange
106,73,47,26.99,79.79,6.22,74.78,banana
21,30,28,32.58,48.31,5.8,90.88,mango
12,141,198,23.61,83.2,5.68,74.56,grapes
21,71,27,23.95,58.41,6.85,60.72,lentil
